"Databases","NSG","Sites","NIC","AdditionalData","ResourceDetails","Service","Valuts","SubscriptionID","ResourceGroups","VMs","SubscriptionName","PublicIP","StorageAccounts","Servers","Status","Subnets","EventHubs","ResourceID","VirtualNetworks"
"","","","","","Microsoft.Azure.Commands.Security.Models.Assessments.PSSecurityAssessmentStatus","","","SNBR_AZ_ITCore_DEV01","","","","","","","","","","61471429-89d6-4df8-b904-6688f7fe4605",""
